word,num_syllables,syllables,stress_pattern
DISTINCTION,3,"['dis', 'tinc', 'tion']","[['dis', '0'], ['tinc', '1'], ['tion', '0']]"
DISTINCTIVE,3,"['dis', 'tinc', 'tive']","[['dis', '0'], ['tinc', '1'], ['tive', '0']]"
DISTINCTIVELY,4,"['dis', 'tinc', 'tive', 'ly']","[['dis', '0'], ['tinc', '1'], ['tive', '0'], ['ly', '0']]"
DISTINCTIVENESS,4,"['dis', 'tinc', 'tive', 'ness']","[['dis', '0'], ['tinc', '1'], ['tive', '0'], ['ness', '0']]"
DISTINCTLY,3,"['dis', 'tinct', 'ly']","[['dis', '0'], ['tinct', '1'], ['ly', '0']]"
DISTINGUISH,3,"['dis', 'tin', 'guish']","[['dis', '0'], ['tin', '1'], ['guish', '0']]"
DISTINGUISHABLE,5,"['dis', 'tin', 'guish', 'a', 'ble']","[['dis', '0'], ['tin', '1'], ['guish', '0'], ['a', '0'], ['ble', '0']]"
DISTINGUISHED,3,"['dis', 'tin', 'guished']","[['dis', '0'], ['tin', '1'], ['guished', '0']]"
DISTINGUISHING,4,"['dis', 'tin', 'guish', 'ing']","[['dis', '0'], ['tin', '1'], ['guish', '0'], ['ing', '0']]"
DISTORT,2,"['dis', 'tort']","[['dis', '0'], ['tort', '1']]"
DISTORTED,3,"['dis', 'tort', 'ed']","[['dis', '0'], ['tort', '1'], ['ed', '0']]"
DISTORTION,3,"['dis', 'tor', 'tion']","[['dis', '0'], ['tor', '1'], ['tion', '0']]"
DISTRACT,2,"['dis', 'tract']","[['dis', '0'], ['tract', '1']]"
DISTRACTED,3,"['dis', 'tract', 'ed']","[['dis', '0'], ['tract', '1'], ['ed', '0']]"
DISTRACTING,3,"['dis', 'tract', 'ing']","[['dis', '0'], ['tract', '1'], ['ing', '0']]"
DISTRACTION,3,"['dis', 'trac', 'tion']","[['dis', '0'], ['trac', '1'], ['tion', '0']]"
DISTRAUGHT,2,"['dis', 'traught']","[['dis', '0'], ['traught', '1']]"
DISTRESS,2,"['dis', 'tress']","[['dis', '0'], ['tress', '1']]"
DISTRESSED,2,"['dis', 'tressed']","[['dis', '0'], ['tressed', '1']]"
DISTRESSING,3,"['dis', 'tress', 'ing']","[['dis', '0'], ['tress', '1'], ['ing', '0']]"
DISTRESSINGLY,4,"['dis', 'tress', 'ing', 'ly']","[['dis', '0'], ['tress', '1'], ['ing', '0'], ['ly', '0']]"
DISTRIBUTE,3,"['dis', 'trib', 'ute']","[['dis', '0'], ['trib', '1'], ['ute', '0']]"
DISTRIBUTED,4,"['dis', 'trib', 'ut', 'ed']","[['dis', '0'], ['trib', '1'], ['ut', '0'], ['ed', '0']]"
DISTRIBUTING,4,"['dis', 'trib', 'ut', 'ing']","[['dis', '0'], ['trib', '1'], ['ut', '0'], ['ing', '0']]"
DISTRIBUTION,4,"['dis', 'tri', 'bu', 'tion']","[['dis', '2'], ['tri', '0'], ['bu', '1'], ['tion', '0']]"
DISTRIBUTIVE,4,"['dis', 'trib', 'u', 'tive']","[['dis', '0'], ['trib', '1'], ['u', '0'], ['tive', '0']]"
DISTRIBUTOR,4,"['dis', 'trib', 'u', 'tor']","[['dis', '0'], ['trib', '1'], ['u', '0'], ['tor', '0']]"
DISTRIBUTORSHIP,5,"['dis', 'trib', 'u', 'tor', 'ship']","[['dis', '0'], ['trib', '1'], ['u', '0'], ['tor', '0'], ['ship', '2']]"
DISTRICT,2,"['dis', 'trict']","[['dis', '1'], ['trict', '0']]"
DISTRUST,2,"['dis', 'trust']","[['dis', '0'], ['trust', '1']]"
DISTRUSTED,3,"['dis', 'trust', 'ed']","[['dis', '0'], ['trust', '1'], ['ed', '0']]"
DISTRUSTFUL,3,"['dis', 'trust', 'ful']","[['dis', '0'], ['trust', '1'], ['ful', '0']]"
DISTURB,2,"['dis', 'turb']","[['dis', '0'], ['turb', '1']]"
DISTURBANCE,3,"['dis', 'turb', 'ance']","[['dis', '0'], ['turb', '1'], ['ance', '0']]"
DISTURBED,2,"['dis', 'turbed']","[['dis', '0'], ['turbed', '1']]"
DISTURBING,3,"['dis', 'turb', 'ing']","[['dis', '0'], ['turb', '1'], ['ing', '0']]"
DISTURBINGLY,4,"['dis', 'turb', 'ing', 'ly']","[['dis', '0'], ['turb', '1'], ['ing', '0'], ['ly', '0']]"
DISUNION,3,"['dis', 'un', 'ion']","[['dis', '0'], ['un', '1'], ['ion', '0']]"
DISUNITY,4,"['dis', 'u', 'ni', 'ty']","[['dis', '0'], ['u', '1'], ['ni', '0'], ['ty', '0']]"
DISUSE,2,"['dis', 'use']","[['dis', '0'], ['use', '1']]"
DITCH,1,['ditch'],"[['ditch', '1']]"
DITCHED,1,['ditched'],"[['ditched', '1']]"
DITCHING,2,"['ditch', 'ing']","[['ditch', '1'], ['ing', '0']]"
DITHER,2,"['dith', 'er']","[['dith', '1'], ['er', '0']]"
DITHYRAMB,3,"['dith', 'y', 'ramb']","[['dith', '1'], ['y', '0'], ['ramb', '2']]"
DITSY,2,"['dit', 'sy']","[['dit', '1'], ['sy', '0']]"
DITTIES,2,"['dit', 'ties']","[['dit', '1'], ['ties', '0']]"
DITTO,2,"['dit', 'to']","[['dit', '1'], ['to', '0']]"
DITTY,2,"['dit', 'ty']","[['dit', '1'], ['ty', '0']]"
DIURETIC,4,"['di', 'u', 'ret', 'ic']","[['di', '2'], ['u', '0'], ['ret', '1'], ['ic', '0']]"
DIURNAL,3,"['di', 'ur', 'nal']","[['di', '0'], ['ur', '1'], ['nal', '0']]"
DIURNALLY,4,"['di', 'ur', 'nal', 'ly']","[['di', '0'], ['ur', '1'], ['nal', '0'], ['ly', '0']]"
DIVA,2,"['di', 'va']","[['di', '1'], ['va', '0']]"
DIVALENT,3,"['di', 'va', 'lent']","[['di', '0'], ['va', '1'], ['lent', '0']]"
DIVAN,2,"['di', 'van']","[['di', '0'], ['van', '1']]"
DIVAS,2,"['di', 'vas']","[['di', '1'], ['vas', '0']]"
DIVE,1,['dive'],"[['dive', '1']]"
DIVED,1,['dived'],"[['dived', '1']]"
DIVER,2,"['div', 'er']","[['div', '1'], ['er', '0']]"
DIVERGE,2,"['di', 'verge']","[['di', '0'], ['verge', '1']]"
DIVERGED,2,"['di', 'verged']","[['di', '0'], ['verged', '1']]"
DIVERGENCE,3,"['di', 'ver', 'gence']","[['di', '0'], ['ver', '1'], ['gence', '0']]"
DIVERGENT,3,"['di', 'ver', 'gent']","[['di', '0'], ['ver', '1'], ['gent', '0']]"
DIVERGING,3,"['di', 'verg', 'ing']","[['di', '0'], ['verg', '1'], ['ing', '0']]"
DIVERS,2,"['di', 'vers']","[['di', '1'], ['vers', '0']]"
DIVERSE,2,"['di', 'verse']","[['di', '0'], ['verse', '1']]"
DIVERSIFICATION,6,"['di', 'ver', 'si', 'fi', 'ca', 'tion']","[['di', '0'], ['ver', '2'], ['si', '0'], ['fi', '0'], ['ca', '1'], ['tion', '0']]"
DIVERSIFIED,4,"['di', 'ver', 'si', 'fied']","[['di', '0'], ['ver', '1'], ['si', '0'], ['fied', '2']]"
DIVERSIFY,4,"['di', 'ver', 'si', 'fy']","[['di', '0'], ['ver', '1'], ['si', '0'], ['fy', '2']]"
DIVERSIFYING,5,"['di', 'ver', 'si', 'fy', 'ing']","[['di', '0'], ['ver', '1'], ['si', '0'], ['fy', '2'], ['ing', '0']]"
DIVERSION,3,"['di', 'ver', 'sion']","[['di', '0'], ['ver', '1'], ['sion', '0']]"
DIVERSIONARY,5,"['di', 'ver', 'sion', 'ar', 'y']","[['di', '0'], ['ver', '1'], ['sion', '0'], ['ar', '2'], ['y', '0']]"
DIVERSITY,4,"['di', 'ver', 'si', 'ty']","[['di', '0'], ['ver', '1'], ['si', '0'], ['ty', '0']]"
DIVERT,2,"['di', 'vert']","[['di', '0'], ['vert', '1']]"
DIVERTICULA,5,"['di', 'ver', 'tic', 'u', 'la']","[['di', '2'], ['ver', '0'], ['tic', '1'], ['u', '0'], ['la', '0']]"
DIVERTICULUM,5,"['di', 'ver', 'tic', 'u', 'lum']","[['di', '2'], ['ver', '0'], ['tic', '1'], ['u', '0'], ['lum', '0']]"
DIVERTIMENTO,5,"['di', 'ver', 'ti', 'men', 'to']","[['di', '0'], ['ver', '2'], ['ti', '0'], ['men', '1'], ['to', '2']]"
DIVERTING,3,"['di', 'vert', 'ing']","[['di', '0'], ['vert', '1'], ['ing', '0']]"
DIVEST,2,"['di', 'vest']","[['di', '0'], ['vest', '1']]"
DIVESTITURE,4,"['di', 'vest', 'i', 'ture']","[['di', '0'], ['vest', '1'], ['i', '0'], ['ture', '0']]"
DIVESTMENT,3,"['di', 'vest', 'ment']","[['di', '0'], ['vest', '1'], ['ment', '0']]"
DIVIDE,2,"['di', 'vide']","[['di', '0'], ['vide', '1']]"
DIVIDED,3,"['di', 'vid', 'ed']","[['di', '0'], ['vid', '1'], ['ed', '0']]"
DIVIDEND,3,"['div', 'i', 'dend']","[['div', '1'], ['i', '0'], ['dend', '2']]"
DIVIDER,3,"['di', 'vid', 'er']","[['di', '0'], ['vid', '1'], ['er', '0']]"
DIVIDING,3,"['di', 'vid', 'ing']","[['di', '0'], ['vid', '1'], ['ing', '0']]"
DIVINATION,4,"['div', 'i', 'na', 'tion']","[['div', '2'], ['i', '0'], ['na', '1'], ['tion', '0']]"
DIVINE,2,"['di', 'vine']","[['di', '0'], ['vine', '1']]"
DIVINELY,3,"['di', 'vine', 'ly']","[['di', '0'], ['vine', '1'], ['ly', '0']]"
DIVING,2,"['div', 'ing']","[['div', '1'], ['ing', '0']]"
DIVINING,3,"['di', 'vin', 'ing']","[['di', '0'], ['vin', '1'], ['ing', '0']]"
DIVINITIES,4,"['di', 'vin', 'i', 'ties']","[['di', '0'], ['vin', '1'], ['i', '0'], ['ties', '0']]"
DIVINITY,4,"['di', 'vin', 'i', 'ty']","[['di', '0'], ['vin', '1'], ['i', '0'], ['ty', '0']]"
DIVISIBLE,4,"['di', 'vis', 'i', 'ble']","[['di', '0'], ['vis', '1'], ['i', '0'], ['ble', '0']]"
DIVISION,3,"['di', 'vi', 'sion']","[['di', '0'], ['vi', '1'], ['sion', '0']]"
DIVISIONAL,4,"['di', 'vi', 'sion', 'al']","[['di', '0'], ['vi', '1'], ['sion', '0'], ['al', '0']]"
DIVISIVE,3,"['di', 'vi', 'sive']","[['di', '0'], ['vi', '1'], ['sive', '0']]"
DIVISIVENESS,4,"['di', 'vi', 'sive', 'ness']","[['di', '0'], ['vi', '1'], ['sive', '0'], ['ness', '0']]"
DIVISOR,3,"['di', 'vi', 'sor']","[['di', '0'], ['vi', '1'], ['sor', '0']]"
DIVORCE,2,"['di', 'vorce']","[['di', '0'], ['vorce', '1']]"
DIVORCED,2,"['di', 'vorced']","[['di', '0'], ['vorced', '1']]"
DIVORCEE,3,"['di', 'vor', 'cee']","[['di', '0'], ['vor', '1'], ['cee', '2']]"
DIVORCING,3,"['di', 'vorc', 'ing']","[['di', '0'], ['vorc', '1'], ['ing', '0']]"
DIVULGE,2,"['di', 'vulge']","[['di', '0'], ['vulge', '1']]"
DIVULGED,2,"['di', 'vulged']","[['di', '0'], ['vulged', '1']]"
DIVULGING,3,"['di', 'vulg', 'ing']","[['di', '0'], ['vulg', '1'], ['ing', '0']]"
DIVVIED,2,"['div', 'vied']","[['div', '1'], ['vied', '0']]"
DIVVY,2,"['div', 'vy']","[['div', '1'], ['vy', '0']]"
DIX,1,['Dix'],"[['Dix', '1']]"
DIXIE,2,"['dix', 'ie']","[['dix', '1'], ['ie', '0']]"
DIXIELAND,3,"['Dix', 'ie', 'land']","[['Dix', '1'], ['ie', '0'], ['land', '2']]"
DIXON,2,"['Dix', 'on']","[['Dix', '1'], ['on', '0']]"
DIXY,2,"['dix', 'y']","[['dix', '1'], ['y', '0']]"
DIZZINESS,3,"['diz', 'zi', 'ness']","[['diz', '1'], ['zi', '0'], ['ness', '0']]"
DIZZY,2,"['diz', 'zy']","[['diz', '1'], ['zy', '0']]"
DIZZYING,3,"['diz', 'zy', 'ing']","[['diz', '1'], ['zy', '0'], ['ing', '0']]"
DJAKARTA,3,"['Dja', 'kar', 'ta']","[['Dja', '0'], ['kar', '1'], ['ta', '0']]"
DJIBOUTI,3,"['Dji', 'bou', 'ti']","[['Dji', '0'], ['bou', '1'], ['ti', '2']]"
DO,1,['do'],"[['do', '1']]"
DOABLE,3,"['do', 'a', 'ble']","[['do', '1'], ['a', '0'], ['ble', '0']]"
DOANE,1,['Doane'],"[['Doane', '1']]"
DOB,1,['dob'],"[['dob', '1']]"
DOBBIN,2,"['dob', 'bin']","[['dob', '1'], ['bin', '0']]"
DOBBS,1,['dobbs'],"[['dobbs', '1']]"
DOBERMAN,3,"['do', 'ber', 'man']","[['do', '1'], ['ber', '0'], ['man', '0']]"
DOBIE,2,"['do', 'bie']","[['do', '1'], ['bie', '0']]"
DOBSON,2,"['dob', 'son']","[['dob', '1'], ['son', '0']]"
DOBY,2,"['do', 'by']","[['do', '1'], ['by', '0']]"
DOC,1,['doc'],"[['doc', '1']]"
DOCENT,2,"['do', 'cent']","[['do', '1'], ['cent', '0']]"
DOCILE,2,"['doc', 'ile']","[['doc', '1'], ['ile', '0']]"
DOCILITY,4,"['do', 'cil', 'i', 'ty']","[['do', '0'], ['cil', '1'], ['i', '0'], ['ty', '0']]"
DOCK,1,['dock'],"[['dock', '1']]"
DOCKED,1,['docked'],"[['docked', '1']]"
DOCKER,2,"['dock', 'er']","[['dock', '1'], ['er', '0']]"
DOCKET,2,"['dock', 'et']","[['dock', '1'], ['et', '0']]"
DOCKLAND,2,"['dock', 'land']","[['dock', '1'], ['land', '0']]"
DOCKS,1,['docks'],"[['docks', '1']]"
DOCKSIDE,2,"['dock', 'side']","[['dock', '1'], ['side', '2']]"
DOCKWORKER,3,"['dock', 'work', 'er']","[['dock', '1'], ['work', '2'], ['er', '0']]"
DOCKYARD,2,"['dock', 'yard']","[['dock', '1'], ['yard', '2']]"
DOCTOR,2,"['doc', 'tor']","[['doc', '1'], ['tor', '0']]"
DOCTORAL,3,"['doc', 'tor', 'al']","[['doc', '1'], ['tor', '0'], ['al', '0']]"
DOCTORATE,3,"['doc', 'tor', 'ate']","[['doc', '1'], ['tor', '0'], ['ate', '0']]"
DOCTRINAIRE,3,"['doc', 'tri', 'naire']","[['doc', '2'], ['tri', '0'], ['naire', '1']]"
DOCTRINAL,3,"['doc', 'tri', 'nal']","[['doc', '1'], ['tri', '0'], ['nal', '0']]"
DOCTRINE,2,"['doc', 'trine']","[['doc', '1'], ['trine', '0']]"
DOCUDRAMA,4,"['doc', 'u', 'dra', 'ma']","[['doc', '2'], ['u', '0'], ['dra', '1'], ['ma', '0']]"
DOCUMENT,3,"['doc', 'u', 'ment']","[['doc', '1'], ['u', '0'], ['ment', '0']]"
DOCUMENTARIES,5,"['doc', 'u', 'men', 'ta', 'ries']","[['doc', '2'], ['u', '0'], ['men', '1'], ['ta', '0'], ['ries', '0']]"
DOCUMENTARY,5,"['doc', 'u', 'men', 'ta', 'ry']","[['doc', '2'], ['u', '0'], ['men', '1'], ['ta', '0'], ['ry', '0']]"
DOCUMENTATION,5,"['doc', 'u', 'men', 'ta', 'tion']","[['doc', '2'], ['u', '0'], ['men', '0'], ['ta', '1'], ['tion', '0']]"
DODD,1,['Dodd'],"[['Dodd', '1']]"
DODDERING,3,"['dod', 'der', 'ing']","[['dod', '1'], ['der', '0'], ['ing', '0']]"
DODDS,1,['dodds'],"[['dodds', '1']]"
DODGE,1,['dodge'],"[['dodge', '1']]"
DODGED,1,['dodged'],"[['dodged', '1']]"
DODGER,2,"['dodg', 'er']","[['dodg', '1'], ['er', '0']]"
DODGING,2,"['dodg', 'ing']","[['dodg', '1'], ['ing', '0']]"
DODO,2,"['do', 'do']","[['do', '1'], ['do', '0']]"
DODOS,2,"['do', 'dos']","[['do', '1'], ['dos', '0']]"
DOE,1,['doe'],"[['doe', '1']]"
DOES,1,['does'],"[['does', '1']]"
DOFF,1,['doff'],"[['doff', '1']]"
DOFFS,1,['doffs'],"[['doffs', '1']]"
DOG,1,['dog'],"[['dog', '1']]"
DOGBANE,2,"['dog', 'bane']","[['dog', '1'], ['bane', '2']]"
DOGBERRY,3,"['dog', 'ber', 'ry']","[['dog', '1'], ['ber', '2'], ['ry', '0']]"
DOGE,1,['doge'],"[['doge', '1']]"
DOGFIGHT,2,"['dog', 'fight']","[['dog', '1'], ['fight', '2']]"
DOGFISH,2,"['dog', 'fish']","[['dog', '1'], ['fish', '2']]"
DOGGEDLY,3,"['dog', 'ged', 'ly']","[['dog', '1'], ['ged', '0'], ['ly', '0']]"
DOGGEREL,3,"['dog', 'ger', 'el']","[['dog', '1'], ['ger', '0'], ['el', '0']]"
DOGGIE,2,"['dog', 'gie']","[['dog', '1'], ['gie', '0']]"
DOGGIES,2,"['dog', 'gies']","[['dog', '1'], ['gies', '0']]"
DOGGING,2,"['dog', 'ging']","[['dog', '1'], ['ging', '0']]"
DOGGY,2,"['dog', 'gy']","[['dog', '1'], ['gy', '0']]"
DOGHOUSE,2,"['dog', 'house']","[['dog', '1'], ['house', '2']]"
DOGLIKE,2,"['dog', 'like']","[['dog', '1'], ['like', '2']]"
DOGMA,2,"['dog', 'ma']","[['dog', '1'], ['ma', '0']]"
DOGMATIC,3,"['dog', 'mat', 'ic']","[['dog', '0'], ['mat', '1'], ['ic', '0']]"
DOGS,1,['dogs'],"[['dogs', '1']]"
DOGWOOD,2,"['dog', 'wood']","[['dog', '1'], ['wood', '2']]"
DOH,1,['doh'],"[['doh', '1']]"
DOILIES,2,"['doi', 'lies']","[['doi', '1'], ['lies', '0']]"
DOILY,2,"['doi', 'ly']","[['doi', '1'], ['ly', '0']]"
DOING,2,"['do', 'ing']","[['do', '1'], ['ing', '0']]"
DOKE,1,['doke'],"[['doke', '1']]"
DOL,1,['dol'],"[['dol', '1']]"
DOLBY,2,"['Dol', 'by']","[['Dol', '1'], ['by', '0']]"
DOLCE,2,"['dol', 'ce']","[['dol', '1'], ['ce', '2']]"
DOLDRUMS,2,"['dol', 'drums']","[['dol', '1'], ['drums', '0']]"
DOLE,1,['dole'],"[['dole', '1']]"
DOLED,1,['doled'],"[['doled', '1']]"
DOLEFUL,2,"['dole', 'ful']","[['dole', '1'], ['ful', '0']]"
DOLES,1,['doles'],"[['doles', '1']]"
DOLF,1,['dolf'],"[['dolf', '1']]"
DOLING,2,"['dol', 'ing']","[['dol', '1'], ['ing', '0']]"
DOLL,1,['doll'],"[['doll', '1']]"
DOLLAR,2,"['dol', 'lar']","[['dol', '1'], ['lar', '0']]"
DOLLED,1,['dolled'],"[['dolled', '1']]"
DOLLEY,2,"['Dol', 'ley']","[['Dol', '1'], ['ley', '0']]"
DOLLHOUSE,2,"['doll', 'house']","[['doll', '1'], ['house', '2']]"
DOLLHOUSES,3,"['doll', 'hous', 'es']","[['doll', '1'], ['hous', '2'], ['es', '0']]"
DOLLOP,2,"['dol', 'lop']","[['dol', '1'], ['lop', '0']]"
DOLLS,1,['dolls'],"[['dolls', '1']]"
DOLLY,2,"['dol', 'ly']","[['dol', '1'], ['ly', '0']]"
DOLMAN,2,"['dol', 'man']","[['dol', '1'], ['man', '0']]"
DOLOMITE,3,"['do', 'lo', 'mite']","[['do', '1'], ['lo', '0'], ['mite', '2']]"
DOLORES,3,"['Dol', 'or', 'es']","[['Dol', '0'], ['or', '1'], ['es', '0']]"
DOLPH,1,['dolph'],"[['dolph', '1']]"
DOLPHIN,2,"['dol', 'phin']","[['dol', '1'], ['phin', '0']]"
DOLS,1,['dols'],"[['dols', '1']]"
DOM,1,['dom'],"[['dom', '1']]"
DOMAIN,2,"['do', 'main']","[['do', '0'], ['main', '1']]"
DOME,1,['dome'],"[['dome', '1']]"
DOMED,1,['domed'],"[['domed', '1']]"
DOMENICO,4,"['Do', 'me', 'ni', 'co']","[['Do', '0'], ['me', '1'], ['ni', '0'], ['co', '0']]"
DOMES,1,['domes'],"[['domes', '1']]"
DOMESTIC,3,"['do', 'mes', 'tic']","[['do', '0'], ['mes', '1'], ['tic', '0']]"
DOMESTICATE,4,"['do', 'mes', 'ti', 'cate']","[['do', '0'], ['mes', '1'], ['ti', '0'], ['cate', '2']]"
DOMESTICATED,5,"['do', 'mes', 'ti', 'cat', 'ed']","[['do', '0'], ['mes', '1'], ['ti', '0'], ['cat', '2'], ['ed', '0']]"
DOMESTICATING,5,"['do', 'mes', 'ti', 'cat', 'ing']","[['do', '0'], ['mes', '1'], ['ti', '0'], ['cat', '2'], ['ing', '0']]"
DOMESTICATION,5,"['do', 'mes', 'ti', 'ca', 'tion']","[['do', '0'], ['mes', '2'], ['ti', '0'], ['ca', '1'], ['tion', '0']]"
DOMESTICITY,5,"['do', 'mes', 'tic', 'i', 'ty']","[['do', '2'], ['mes', '2'], ['tic', '1'], ['i', '0'], ['ty', '0']]"
DOMICAL,3,"['dom', 'i', 'cal']","[['dom', '1'], ['i', '0'], ['cal', '0']]"
DOMINA,3,"['dom', 'i', 'na']","[['dom', '0'], ['i', '1'], ['na', '0']]"
DOMINANCE,3,"['dom', 'i', 'nance']","[['dom', '1'], ['i', '0'], ['nance', '0']]"
DOMINANT,3,"['dom', 'i', 'nant']","[['dom', '1'], ['i', '0'], ['nant', '0']]"
DOMINATE,3,"['dom', 'i', 'nate']","[['dom', '1'], ['i', '0'], ['nate', '2']]"
DOMINATED,4,"['dom', 'i', 'nat', 'ed']","[['dom', '1'], ['i', '0'], ['nat', '2'], ['ed', '0']]"
DOMINATING,4,"['dom', 'i', 'nat', 'ing']","[['dom', '1'], ['i', '0'], ['nat', '2'], ['ing', '0']]"
DOMINATION,4,"['dom', 'i', 'na', 'tion']","[['dom', '2'], ['i', '0'], ['na', '1'], ['tion', '0']]"
DOMINE,3,"['dom', 'i', 'ne']","[['dom', '0'], ['i', '1'], ['ne', '0']]"
DOMINEE,3,"['dom', 'i', 'nee']","[['dom', '1'], ['i', '0'], ['nee', '2']]"
DOMINEER,3,"['dom', 'i', 'neer']","[['dom', '2'], ['i', '0'], ['neer', '1']]"
DOMINEERING,4,"['dom', 'i', 'neer', 'ing']","[['dom', '2'], ['i', '0'], ['neer', '1'], ['ing', '0']]"
DOMINGO,3,"['Do', 'min', 'go']","[['Do', '0'], ['min', '1'], ['go', '0']]"
DOMINIC,3,"['Dom', 'i', 'nic']","[['Dom', '1'], ['i', '0'], ['nic', '0']]"
DOMINICA,4,"['Dom', 'i', 'ni', 'ca']","[['Dom', '0'], ['i', '1'], ['ni', '0'], ['ca', '0']]"
DOMINICAN,4,"['Do', 'min', 'i', 'can']","[['Do', '0'], ['min', '1'], ['i', '0'], ['can', '0']]"
DOMINICK,3,"['Dom', 'i', 'nick']","[['Dom', '1'], ['i', '0'], ['nick', '0']]"
DOMINION,3,"['do', 'min', 'ion']","[['do', '0'], ['min', '1'], ['ion', '0']]"
DOMINIQUE,3,"['Dom', 'i', 'nique']","[['Dom', '0'], ['i', '0'], ['nique', '1']]"
DOMINO,3,"['dom', 'i', 'no']","[['dom', '1'], ['i', '0'], ['no', '2']]"
DOMINOES,3,"['dom', 'i', 'noes']","[['dom', '1'], ['i', '0'], ['noes', '2']]"
DOMINOS,3,"['dom', 'i', 'nos']","[['dom', '1'], ['i', '0'], ['nos', '2']]"
DOMINUS,3,"['Do', 'mi', 'nus']","[['Do', '0'], ['mi', '1'], ['nus', '0']]"
DON,1,['don'],"[['don', '1']]"
DONA,2,"['do', 'na']","[['do', '1'], ['na', '0']]"
DONALD,2,"['Don', 'ald']","[['Don', '1'], ['ald', '0']]"
DONAR,2,"['Do', 'nar']","[['Do', '1'], ['nar', '0']]"
DONAT,2,"['don', 'at']","[['don', '1'], ['at', '0']]"
DONATE,2,"['do', 'nate']","[['do', '1'], ['nate', '2']]"
DONATED,3,"['do', 'nat', 'ed']","[['do', '1'], ['nat', '2'], ['ed', '0']]"
DONATING,3,"['do', 'nat', 'ing']","[['do', '1'], ['nat', '2'], ['ing', '0']]"
DONATION,3,"['do', 'na', 'tion']","[['do', '0'], ['na', '1'], ['tion', '0']]"
DONATO,3,"['Do', 'na', 'to']","[['Do', '0'], ['na', '1'], ['to', '0']]"
DONE,1,['done'],"[['done', '1']]"
DONG,1,['dong'],"[['dong', '1']]"
DONIZETTI,4,"['Don', 'i', 'zet', 'ti']","[['Don', '2'], ['i', '0'], ['zet', '1'], ['ti', '0']]"
DONKEY,2,"['don', 'key']","[['don', '1'], ['key', '0']]"
DONKEYS,2,"['don', 'keys']","[['don', '1'], ['keys', '0']]"
DONN,1,['Donn'],"[['Donn', '1']]"
DONNA,2,"['don', 'na']","[['don', '1'], ['na', '0']]"
DONNE,1,['Donne'],"[['Donne', '1']]"
DONNED,1,['donned'],"[['donned', '1']]"
DONNING,2,"['don', 'ning']","[['don', '1'], ['ning', '0']]"
DONNYBROOK,3,"['don', 'ny', 'brook']","[['don', '1'], ['ny', '0'], ['brook', '2']]"
DONOR,2,"['do', 'nor']","[['do', '1'], ['nor', '0']]"
DONOVAN,3,"['Don', 'o', 'van']","[['Don', '1'], ['o', '0'], ['van', '0']]"
DONS,1,['dons'],"[['dons', '1']]"
DONUT,2,"['do', 'nut']","[['do', '1'], ['nut', '2']]"
DOO,1,['doo'],"[['doo', '1']]"
DOODAD,2,"['doo', 'dad']","[['doo', '1'], ['dad', '2']]"
DOODLE,2,"['doo', 'dle']","[['doo', '1'], ['dle', '0']]"
DOOLITTLE,3,"['Doo', 'lit', 'tle']","[['Doo', '1'], ['lit', '2'], ['tle', '0']]"
DOOM,1,['doom'],"[['doom', '1']]"
DOOMED,1,['doomed'],"[['doomed', '1']]"
DOOMS,1,['dooms'],"[['dooms', '1']]"
DOOMSAYER,3,"['doom', 'say', 'er']","[['doom', '2'], ['say', '1'], ['er', '0']]"
DOOMSAYING,3,"['doom', 'say', 'ing']","[['doom', '2'], ['say', '1'], ['ing', '0']]"
DOOMSDAY,2,"['dooms', 'day']","[['dooms', '1'], ['day', '2']]"
DOOR,1,['door'],"[['door', '1']]"
DOORBELL,2,"['door', 'bell']","[['door', '1'], ['bell', '2']]"
DOORKEEPER,3,"['door', 'keep', 'er']","[['door', '1'], ['keep', '2'], ['er', '0']]"
DOORKNOB,2,"['door', 'knob']","[['door', '1'], ['knob', '0']]"
DOORMAN,2,"['door', 'man']","[['door', '1'], ['man', '2']]"
DOORMAT,2,"['door', 'mat']","[['door', '1'], ['mat', '2']]"
DOORN,1,['doorn'],"[['doorn', '1']]"
DOORNAIL,2,"['door', 'nail']","[['door', '1'], ['nail', '2']]"
DOORS,1,['doors'],"[['doors', '1']]"
DOORSILL,2,"['door', 'sill']","[['door', '1'], ['sill', '0']]"
DOORSTEP,2,"['door', 'step']","[['door', '1'], ['step', '2']]"
DOORWAY,2,"['door', 'way']","[['door', '1'], ['way', '2']]"
DOOZY,2,"['doo', 'zy']","[['doo', '1'], ['zy', '0']]"
DOPA,2,"['do', 'pa']","[['do', '1'], ['pa', '0']]"
DOPAMINE,3,"['do', 'pa', 'mine']","[['do', '1'], ['pa', '0'], ['mine', '2']]"
DOPE,1,['dope'],"[['dope', '1']]"
DOPED,1,['doped'],"[['doped', '1']]"
DOPEY,2,"['dop', 'ey']","[['dop', '1'], ['ey', '0']]"
DOPPLER,2,"['Dop', 'pler']","[['Dop', '1'], ['pler', '0']]"
DORADO,3,"['do', 'ra', 'do']","[['do', '0'], ['ra', '1'], ['do', '0']]"
DORCAS,2,"['Dor', 'cas']","[['Dor', '1'], ['cas', '0']]"
DORCH,1,['dorch'],"[['dorch', '1']]"
DORE,1,['dore'],"[['dore', '1']]"
DOREEN,2,"['Dor', 'een']","[['Dor', '0'], ['een', '1']]"
DORF,1,['dorf'],"[['dorf', '1']]"
